file,filename,num_authors,num_commits,code_age,change_frequency,churn,additions,deletions,changes,wmc,dit,noc,cbo,rfc,lcom,cyclomatic_complexity,cognitive_complexity,essential_complexity,max_nesting_depth,afferent_coupling,efferent_coupling,instability,abstractness,bug_density,num_bugs,vulnerabilities,has_defect,halstead_volume,halstead_difficulty,halstead_effort,halstead_time,halstead_bugs,defect_type,severity,priority,kloc,loc,soc,cloc,bloc,maintainability_index,technical_debt,code_smells,npm,nprm,npa,npra,fanin,fanout,noi,nop,pre_release_bugs,post_release_bugs,bug_fix_time,revision_count,loc_added,loc_deleted,duplication,test_coverage,documentation,comment_ratio,num_files,num_classes,num_methods,num_statements
core/src/main/java/com/alibaba/druid/filter/logging/Log4jFilterMBean.java,Log4jFilterMBean.java,1,1,1,6.91,22,22,0,0,1,0,1,1,2,20.41,3,2,2,0,0,1,21.98,19.54,0.82,1,0,False,2.9,1.86,19.92,7.39,13.3,low,high,high,0.003,3,3,18,1,19.42,1.32,1,1,2,2,0,1,0,0,2,2,1,12.29,2,3.67,9.05,7.26,14.31,3.99,6.98,0,0,0,1
core/src/main/java/com/alibaba/druid/filter/logging/LogFilter.java,LogFilter.java,1,1,83,74.26,973,973,0,51,33,87,32,74,67,6.23,100,20,22,14,37,5,97.12,58.42,45.19,50,45,False,76.66,30.61,55.28,37.96,13.15,low,medium,high,0.784,784,784,19,170,60.81,53.64,3,76,79,22,91,0,68,53,39,83,56,63.19,87,62.53,84.2,16.65,11.65,53.39,94.98,45,1,96,39
core/src/main/java/com/alibaba/druid/filter/logging/LogFilterMBean.java,LogFilterMBean.java,1,1,0,80.05,146,146,0,14,4,9,2,11,6,82.11,7,6,12,1,14,3,95.46,23.41,35.96,1,7,True,69.16,24.54,41.3,55.0,28.81,low,medium,low,0.062,62,62,21,63,77.43,98.78,11,8,3,13,0,2,3,6,5,4,12,44.68,13,26.02,33.24,42.03,78.26,21.87,2.07,8,0,0,2
core/src/main/java/com/alibaba/druid/filter/logging/Slf4jLogFilter.java,Slf4jLogFilter.java,1,1,13,56.43,160,160,0,0,4,3,7,8,1,48.45,10,6,8,2,10,0,81.98,1.67,97.81,10,10,False,29.62,24.3,8.74,3.46,11.81,medium,low,medium,0.115,115,115,15,30,48.13,13.3,10,14,9,11,4,7,8,0,14,11,7,99.14,11,31.57,42.03,60.03,4.24,8.7,12.51,5,1,24,7
core/src/main/java/com/alibaba/druid/filter/mysql8datetime/MySQL8DateTimeResultSetMetaData.java,MySQL8DateTimeResultSetMetaData.java,1,1,5,27.28,152,152,0,14,2,7,13,15,15,7.99,7,11,15,3,15,11,61.04,21.12,29.86,14,9,False,94.12,18.12,66.75,38.83,62.25,high,medium,low,0.108,108,108,17,27,31.99,74.61,0,2,1,15,2,11,1,12,4,15,13,43.3,9,9.23,51.64,9.8,92.21,56.94,73.66,12,1,22,5
core/src/main/java/com/alibaba/druid/filter/mysql8datetime/MySQL8DateTimeSqlTypeFilter.java,MySQL8DateTimeSqlTypeFilter.java,1,1,2,20.72,81,81,0,2,2,1,0,6,8,51.21,14,3,5,3,0,6,31.4,34.71,59.07,1,2,False,22.19,5.33,24.0,5.22,73.68,high,medium,low,0.028,28,28,47,6,65.17,5.09,1,0,2,4,0,4,7,3,1,4,5,4.91,6,36.53,36.52,35.16,72.07,37.26,19.78,5,1,3,8
core/src/main/java/com/alibaba/druid/filter/stat/MergeStatFilter.java,MergeStatFilter.java,1,1,3,14.22,35,35,0,2,2,3,0,2,0,16.57,13,2,2,3,2,0,32.83,11.37,6.17,1,0,True,19.2,30.07,6.07,15.91,25.51,low,high,high,0.017,17,17,15,3,17.69,22.76,1,1,1,1,2,3,3,1,3,1,0,1.57,3,29.16,31.77,27.37,13.02,10.16,20.19,0,1,1,1
core/src/main/java/com/alibaba/druid/filter/stat/StatFilter.java,StatFilter.java,1,1,83,67.31,1135,1135,0,10,48,66,89,36,40,53.59,100,87,64,14,71,40,48.08,5.37,25.4,33,11,False,8.36,93.84,5.34,94.2,26.93,low,low,low,0.875,875,875,23,237,1.23,76.61,83,14,23,68,87,68,42,43,63,62,87,48.35,37,20.39,49.55,37.25,82.64,30.74,74.71,12,1,71,109
core/src/main/java/com/alibaba/druid/filter/stat/StatFilterContext.java,StatFilterContext.java,1,1,12,93.82,140,140,0,14,13,4,1,3,3,80.54,19,3,4,3,6,3,71.89,87.53,3.71,4,8,True,28.47,42.25,5.5,75.23,6.82,low,medium,medium,0.103,103,103,15,22,5.52,76.5,12,6,8,7,1,0,10,2,4,12,14,35.67,14,40.38,80.94,93.83,92.45,8.49,7.59,9,1,16,9
core/src/main/java/com/alibaba/druid/filter/stat/StatFilterContextListener.java,StatFilterContextListener.java,1,1,1,1.17,46,46,0,3,2,1,0,2,0,25.76,4,1,1,1,0,1,29.91,32.41,18.61,3,3,True,28.45,3.07,2.36,18.84,13.16,high,medium,low,0.017,17,17,15,14,28.74,9.01,1,0,2,2,0,2,0,1,0,2,0,36.23,0,5.68,3.43,2.19,5.19,9.43,26.52,4,0,0,3
core/src/main/java/com/alibaba/druid/filter/stat/StatFilterContextListenerAdapter.java,StatFilterContextListenerAdapter.java,1,1,7,8.56,75,75,0,1,6,7,5,0,7,8.44,4,1,4,1,0,2,49.97,46.7,33.57,6,1,True,21.95,24.13,2.01,18.81,3.33,low,medium,low,0.045,45,45,15,15,18.2,70.07,4,1,0,4,3,1,2,6,3,7,4,40.68,0,39.85,19.12,70.75,61.11,27.91,21.07,3,1,14,2
core/src/main/java/com/alibaba/druid/filter/stat/StatFilterMBean.java,StatFilterMBean.java,1,1,2,21.43,35,35,0,1,2,1,2,0,2,19.32,3,3,1,1,2,3,10.74,13.38,5.53,2,2,False,22.0,23.02,20.65,32.12,23.86,high,low,high,0.01,10,10,18,7,0.15,9.2,1,2,3,0,1,1,0,3,2,3,1,34.7,0,1.33,22.63,14.45,22.06,14.0,2.83,3,0,0,1
core/src/main/java/com/alibaba/druid/mock/MockArray.java,MockArray.java,1,1,2,79.77,83,83,0,1,1,4,4,8,3,28.93,7,4,3,2,5,2,4.11,40.64,5.66,3,0,True,29.21,26.77,49.48,17.94,14.27,high,low,medium,0.053,53,53,15,15,4.11,75.16,2,1,8,0,7,5,0,8,3,0,2,24.99,5,42.6,76.22,50.71,45.85,53.15,8.63,1,1,11,1
core/src/main/java/com/alibaba/druid/mock/MockBlob.java,MockBlob.java,1,1,3,25.39,84,84,0,5,6,7,3,3,4,20.54,3,8,4,2,1,8,65.35,40.25,15.13,4,0,True,69.32,40.95,55.56,53.91,23.69,low,low,high,0.055,55,55,15,14,15.64,70.54,2,3,8,2,6,3,8,3,1,3,8,35.54,1,37.58,40.69,32.01,83.33,68.93,5.7,5,1,10,5
core/src/main/java/com/alibaba/druid/mock/MockCallableStatement.java,MockCallableStatement.java,1,1,44,26.38,661,661,0,48,16,20,66,27,14,22.96,16,64,56,3,16,60,91.55,27.57,92.71,58,6,True,79.39,84.83,73.65,92.27,96.7,medium,low,low,0.51,510,510,15,136,29.7,55.26,23,25,9,25,28,6,32,41,7,65,23,14.95,10,77.6,67.08,73.8,17.68,75.41,88.5,57,1,109,21
core/src/main/java/com/alibaba/druid/mock/MockClob.java,MockClob.java,1,1,5,13.85,100,100,0,3,6,7,8,1,2,52.7,4,8,0,3,2,1,73.86,76.06,18.39,1,1,False,32.03,5.8,24.89,44.61,47.28,low,low,medium,0.067,67,67,15,18,49.5,20.2,8,0,3,3,2,4,7,3,0,9,9,25.33,5,48.58,25.31,67.59,86.58,3.25,25.66,1,1,13,6
core/src/main/java/com/alibaba/druid/mock/MockConnection.java,MockConnection.java,1,1,36,52.72,486,486,0,28,11,22,19,47,43,69.28,31,9,4,11,8,25,29.12,70.54,43.46,0,45,False,34.38,83.39,95.52,10.74,71.46,medium,low,high,0.355,355,355,17,114,52.17,39.38,29,2,25,11,23,12,39,37,39,17,48,66.95,7,71.18,71.89,96.67,73.85,96.22,30.99,48,1,57,1
core/src/main/java/com/alibaba/druid/mock/MockConnectionClosedException.java,MockConnectionClosedException.java,1,1,2,12.94,26,26,0,2,0,1,1,0,0,9.32,3,1,0,2,2,1,25.92,3.47,6.33,0,2,True,11.73,1.69,8.48,11.1,5.55,low,high,low,0.008,8,8,15,3,8.02,20.42,2,0,1,0,2,2,0,0,2,0,2,1.92,2,14.03,9.68,24.04,4.05,0.58,15.73,1,1,0,1
core/src/main/java/com/alibaba/druid/mock/MockDriver.java,MockDriver.java,1,1,10,53.94,325,325,0,15,8,25,25,30,2,39.87,35,20,22,5,25,13,29.7,92.79,93.65,10,18,True,5.73,25.99,87.96,24.14,35.38,low,medium,low,0.232,232,232,16,77,45.45,50.17,0,29,28,30,29,32,2,8,15,3,21,51.94,24,41.07,16.76,66.57,58.78,2.99,6.54,6,1,30,4
core/src/main/java/com/alibaba/druid/mock/MockDriverMBean.java,MockDriverMBean.java,1,1,2,33.59,42,42,0,2,4,3,1,4,1,1.8,3,0,4,1,1,0,2.38,5.96,13.87,2,0,True,41.43,1.02,19.31,30.06,13.31,high,low,medium,0.015,15,15,15,12,3.24,21.5,0,1,1,1,0,3,3,3,3,3,0,17.05,1,6.98,23.86,17.28,1.17,21.4,30.87,4,0,0,4
core/src/main/java/com/alibaba/druid/mock/MockNClob.java,MockNClob.java,1,1,1,15.21,21,21,0,2,0,1,0,1,0,2.93,3,0,2,0,1,1,10.27,6.78,17.11,0,0,False,17.13,17.66,10.53,19.16,6.73,medium,high,low,0.004,4,4,15,2,7.78,7.85,2,2,2,2,0,2,2,2,2,2,0,10.04,1,2.38,2.83,12.55,10.43,0.92,12.1,1,1,0,1
core/src/main/java/com/alibaba/druid/mock/MockParameterMetaData.java,MockParameterMetaData.java,1,1,7,26.27,163,163,0,16,13,6,9,13,15,80.72,6,0,8,3,3,7,67.45,26.81,87.9,9,8,False,33.34,33.37,67.29,16.41,9.52,low,high,medium,0.115,115,115,15,33,78.83,27.75,0,12,9,11,15,13,1,16,7,6,2,78.77,10,24.61,63.88,91.04,45.99,3.09,97.12,7,2,26,9
core/src/main/java/com/alibaba/druid/mock/MockPreparedStatement.java,MockPreparedStatement.java,1,1,9,16.33,91,91,0,2,0,1,9,4,9,41.81,9,0,6,3,2,1,71.31,27.75,1.2,4,1,True,9.86,56.76,84.38,23.15,87.65,medium,high,medium,0.055,55,55,15,21,36.94,70.32,3,4,5,8,9,3,9,1,8,6,7,6.03,2,44.04,44.6,73.79,33.83,70.47,70.21,5,1,6,6
core/src/main/java/com/alibaba/druid/mock/MockRef.java,MockRef.java,1,1,0,27.86,50,50,0,0,4,1,3,1,3,45.48,4,3,1,2,0,4,40.93,41.98,36.26,3,5,False,26.11,29.7,44.61,18.25,15.85,medium,medium,low,0.027,27,27,15,8,41.5,47.68,5,3,4,1,3,2,0,4,3,3,2,16.46,1,17.13,12.91,11.13,7.75,21.56,27.14,3,1,5,5
core/src/main/java/com/alibaba/druid/mock/MockResultSet.java,MockResultSet.java,1,1,1,49.63,96,96,0,4,1,3,8,8,4,88.84,8,6,4,3,5,9,3.61,60.95,46.23,2,8,True,36.25,81.7,81.6,7.83,70.4,medium,medium,low,0.065,65,65,15,16,26.25,2.17,6,9,2,5,9,8,6,1,1,5,2,93.94,5,13.2,42.93,13.81,45.96,2.57,69.9,7,1,4,7
core/src/main/java/com/alibaba/druid/mock/MockResultSetMetaData.java,MockResultSetMetaData.java,1,1,1,6.63,26,26,0,1,0,2,0,2,0,1.46,3,2,1,1,1,2,16.83,25.52,17.38,2,1,True,18.88,3.89,1.09,19.94,12.83,low,high,medium,0.007,7,7,15,4,7.01,9.6,2,2,0,2,2,2,1,1,2,1,2,16.82,2,19.94,24.19,5.69,21.61,17.23,17.78,2,1,0,0
core/src/main/java/com/alibaba/druid/mock/MockRowId.java,MockRowId.java,1,1,0,29.72,39,39,0,2,2,1,2,3,3,26.91,3,1,1,2,3,0,22.29,11.23,1.33,0,2,False,1.66,13.15,10.39,2.92,3.59,low,medium,medium,0.017,17,17,15,7,11.32,35.21,2,0,3,0,0,3,0,3,1,0,0,26.52,1,38.69,11.24,6.14,38.24,2.74,37.37,0,1,1,1
core/src/main/java/com/alibaba/druid/mock/MockSQLXML.java,MockSQLXML.java,1,1,5,48.53,72,72,0,2,4,7,7,1,1,7.17,5,6,4,2,5,5,45.43,1.59,59.53,3,6,True,43.55,13.94,46.23,17.18,1.17,medium,high,low,0.045,45,45,15,12,23.36,1.76,4,1,0,7,1,6,1,3,4,7,0,47.48,0,25.4,32.55,28.61,13.47,11.83,0.93,0,1,7,7
core/src/main/java/com/alibaba/druid/mock/MockSavepoint.java,MockSavepoint.java,1,1,1,0.9,40,40,0,3,3,0,0,4,0,9.51,3,4,3,2,2,2,27.09,24.56,16.87,0,0,True,9.02,21.11,36.58,24.58,6.42,high,low,medium,0.018,18,18,15,7,8.37,8.53,3,3,1,4,3,1,4,4,3,1,3,20.62,2,6.0,5.0,9.25,36.37,25.27,10.46,1,1,4,2
core/src/main/java/com/alibaba/druid/mock/MockStatement.java,MockStatement.java,1,1,2,33.69,99,99,0,9,3,1,1,5,4,76.5,11,0,1,3,1,9,65.6,95.78,53.81,1,7,True,1.77,55.26,21.37,70.56,40.67,high,medium,high,0.063,63,63,15,21,72.59,97.83,6,2,5,3,2,4,8,8,5,7,3,67.3,4,22.83,19.99,19.08,31.83,37.67,69.6,1,1,6,4
core/src/main/java/com/alibaba/druid/mock/MockStatementBase.java,MockStatementBase.java,1,1,0,2.86,23,23,0,2,2,2,2,2,1,10.08,3,1,0,1,2,1,17.51,2.76,19.13,0,0,True,2.11,17.7,10.04,11.33,4.43,low,medium,high,0.006,6,6,15,2,7.04,8.19,0,2,0,2,1,1,0,2,2,2,0,14.76,0,18.39,17.48,19.96,2.53,12.4,8.39,2,0,0,2
core/src/main/java/com/alibaba/druid/mock/MockStruct.java,MockStruct.java,1,1,3,1.06,38,38,0,2,1,3,2,2,1,4.69,4,0,3,2,1,2,12.23,3.47,11.24,1,0,False,28.02,26.7,29.17,2.96,0.41,low,low,low,0.018,18,18,15,5,26.12,27.26,3,0,1,1,1,2,0,2,0,2,2,10.69,0,21.9,5.06,22.11,10.77,5.38,25.95,0,1,1,3
core/src/main/java/com/alibaba/druid/mock/handler/MockExecuteHandler.java,MockExecuteHandler.java,1,1,1,11.71,25,25,0,1,2,0,0,0,1,24.79,3,2,1,1,2,0,14.86,7.83,16.23,0,2,False,22.98,21.05,18.2,12.45,17.54,low,high,low,0.007,7,7,15,3,3.7,10.7,0,1,2,1,1,1,2,0,0,0,1,11.86,2,16.2,17.03,22.29,16.37,2.56,12.92,0,0,0,2
core/src/main/java/com/alibaba/druid/mock/handler/MySqlMockExecuteHandlerImpl.java,MySqlMockExecuteHandlerImpl.java,1,1,12,82.49,162,162,0,12,8,14,6,10,4,59.84,37,6,13,5,16,12,46.04,52.67,80.79,12,14,True,64.09,10.87,5.5,11.83,63.04,low,medium,medium,0.12,120,120,15,27,93.35,80.32,13,3,11,7,10,10,8,5,10,13,9,23.4,14,23.05,22.06,81.66,28.61,92.2,68.55,15,1,4,1
core/src/main/java/com/alibaba/druid/pool/DataSourceClosedException.java,DataSourceClosedException.java,1,1,0,6.07,27,27,0,2,0,2,1,1,2,8.77,3,0,2,2,1,1,19.41,10.33,4.48,2,2,False,12.2,12.11,20.3,4.29,25.2,low,high,low,0.008,8,8,15,4,26.06,5.6,1,1,0,0,0,1,0,1,0,2,2,22.56,0,24.63,10.67,6.42,10.04,2.4,14.08,1,1,0,2
core/src/main/java/com/alibaba/druid/pool/DataSourceDisableException.java,DataSourceDisableException.java,1,1,1,28.98,35,35,0,3,3,0,3,1,0,31.75,3,1,0,2,0,0,28.86,0.56,10.94,0,2,True,11.18,21.59,30.23,2.16,15.81,low,low,high,0.014,14,14,15,6,31.03,11.08,0,0,3,0,0,1,1,2,3,0,2,3.06,2,10.83,2.16,5.54,30.34,20.74,5.1,3,1,0,1
core/src/main/java/com/alibaba/druid/pool/DataSourceNotAvailableException.java,DataSourceNotAvailableException.java,1,1,0,7.65,27,27,0,1,0,0,1,1,0,0.87,3,0,0,2,2,0,19.58,8.76,8.14,2,2,True,20.7,22.14,10.96,7.19,17.33,low,medium,low,0.008,8,8,15,4,3.66,20.49,2,1,2,1,2,0,1,0,0,1,1,16.95,2,22.12,7.2,22.13,14.29,1.58,23.76,1,1,0,0
